Date,沪深300环比,标普500环比,中债10年期国债总值净价指数环比,上证10年期国债指数环比,中债7-10年政策性金融债总值财富指数环比,沪铜现货环比,沪金现货环比,原油现货环比
2008-03-17,0.0,0.0,0.0,,,0.0,0.0,0.0
2008-03-18,-0.050773211475608426,0.042409525301582374,0.0007807163072117707,,,0.0,0.0,-0.04089728189513098
2008-03-19,0.03318588185284077,-0.024287238679231105,0.0030229156509020694,,,0.0,0.0,0.022689540675152164
2008-03-20,0.029049644368786653,0.023944486375748975,-0.0009721952167994763,,,0.0,0.0,-0.05614889496468456
2008-03-21,0.008995884382894781,0.0,0.000973141300116831,,,-0.029466616933979894,-0.1068669527896996,0.0
2008-03-24,-0.044761666538710054,0.015321434212604679,0.0009721952167995873,,,-0.0034588777863182596,-0.0024026910139356428,0.0026402739850033274
2008-03-25,0.012620913694002533,0.0023039084955698286,0.002525252525252597,,,0.0,0.0,0.004980739135668877
2008-03-26,0.0022018705658550797,-0.00876577062653816,0.0006781631466770133,,,0.005784805244890112,0.026011560693641744,0.0060191354604937075
2008-03-27,-0.042267338039071345,-0.011460484815044136,0.002033110659308779,,,-0.0007668711656442229,0.008356807511737063,0.026031046748723696
2008-03-28,0.04514366804306302,-0.007950156891141646,-0.0005797101449275255,,,0.01304681504221028,-0.006518297793090655,-0.0011169456613188133
2008-03-31,-0.03257396328889062,0.005687261446754244,-0.001063418406805905,,,-0.0015151515151514694,-0.013122129534164362,-0.007101261962504157
2008-04-01,-0.054786533809256244,0.035896272775383764,-0.0005806638923836482,,,0.0,-0.015101149206952269,-0.03010004095243668
2008-04-02,-0.009735239445582633,-0.0019340524602607934,0.0,,,-0.012518968133535702,-0.03519768563162973,0.0007389088276985589
2008-04-03,0.028951685184245735,0.0013016167835440129,-0.00029050062941804455,,,0.0,0.0,0.026279704051956676
2008-04-07,0.053447284082504876,0.002358852268660838,0.0006780317706316374,,,0.023050326546292688,0.02898550724637694,0.015857400854537573
2008-04-08,0.011763421064948432,-0.005100033514505942,0.0,,,-0.01201652271873832,0.0,0.015812219058493504
2008-04-09,-0.05215288379002114,-0.008092036849890905,-0.00048398025360563146,,,-0.007601672367920975,-0.0038853812530355025,-0.007526927619128876
2008-04-10,0.018055220396244076,0.004474008667468832,0.0004842146039123474,,,0.011106855610877098,0.020965382740126826,0.024458080055052234
2008-04-11,0.007726275194954724,-0.020374113410018047,-9.679605072121511e-05,,,-0.008712121212121171,-0.006160458452722062,0.0007277001875227729
2008-04-14,-0.06538521511841489,-0.003383777375959407,0.0004840271055179812,,,-0.020634314100114626,-0.008072653884964698,-0.00506222905887288
2008-04-15,0.013282131475286674,0.004599795230065151,0.00019351717464943796,,,0.0042918454935623185,0.010899578549629307,0.015010963062910943
