Date,高频增长因子环比,高频通胀因子环比,高频利率因子环比,高频汇率因子环比,高频流动性因子环比,高频海外市场因子环比,高频避险因子环比
2008-01-10,-0.0090982792361482,-0.0079695043829841,0.0001838573267144,-0.0079759414225941,-0.0008018933474938,-0.0007988674046839,0.0
2008-01-11,-0.0061321768191179,-0.0044024027933583,-0.0017469657962485,0.0018452616317385,-0.0010796882554873,-0.0164693529542497,0.0040933843866444
2008-01-14,-0.0007739826712517,0.012505442532677,0.0003671408903167,-0.0052624654650704,0.0096080214298108,0.0030091826185323,0.0089077317004055
2008-01-15,-0.0065989961244011,-0.0077878995509982,-0.0001836378661281,0.0009258034651502,0.0142680178390327,-0.0229799212581981,0.0259768788029054
2008-01-16,-0.0066474000361557,-0.0036524686055678,9.180207472692103e-05,0.0081923890063424,0.0066226889618191,0.0216481940882321,-0.0122836680477127
2008-01-17,0.0099743455176741,-0.0030874752259109,-0.0002754315093647,-0.000786369593709,-0.002436132276733,-0.004172470373951,-0.00392626803865
2008-01-18,0.0017253239520222,0.0013580732422638,-0.0004589261128957,0.0018363064008395,0.002668260033195,-0.0148551835995067,0.0001163792070791
2008-01-21,-0.0059042012619691,-0.0029120304505166,-0.0006422018348624,0.007986383870123,-0.0125570521337255,0.0468104635153741,-0.002798189945025
2008-01-22,-0.010503798979557,0.0032726103573589,9.16842394791395e-05,-0.0088323158851798,-0.0313611730384894,0.0670631118017062,-0.0084675083495537
2008-01-23,0.0141007374483106,-0.007751707356858,-0.0033926279112415,0.0001310444240596,0.0165637958763828,-0.0261499241557605,0.0179212959870345
2008-01-24,-0.0060109942569392,0.0102064808113058,-0.0030156264278533,-0.0079926624737944,0.0155437929760415,-0.006906547797157,0.0085772296375126
2008-01-25,0.0075209991955366,0.0062284943959836,-0.0011844023323615,0.0029058248580109,-0.0071481273072863,-0.0234503104486535,0.0022356235085101
2008-01-28,-0.000759943835111,0.0047678498951542,-0.001001001001001,-0.0048729092585276,-0.0337291389031232,0.0857672638862829,0.0145964862864194
2008-01-29,0.0045777760140357,0.0037212978082257,0.0001818181818181,-0.0001323451561673,0.0082262415950055,-0.0034615467956782,-0.0077800184555678
2008-01-30,-0.0070951525153288,0.0026529273245655,-0.0012729587197672,-0.0054268696227662,0.010704934191341,0.0019872674141253,-0.0147773725109388
2008-01-31,0.0017581375665052,0.0011309531671356,-0.0015437704322558,0.0013308490817141,-0.0181449884279573,0.0412067461542376,-0.006940177918121
2008-02-01,0.0043732016503521,-0.0107536046988347,-0.0052588629975518,0.0033227006911218,-0.0286785239365979,0.032654481475331,-0.0075380768281565
2008-02-04,0.0032860566086984,0.0077700996812855,-9.001710324962886e-05,-0.0018545502715591,0.0293711436848246,-0.0919753858520405,-0.0168489157886506
2008-02-05,-0.004832916923163,-0.0063215128999924,-9.000900090017083e-05,0.0103516921035169,0.0182905598958508,-0.0287540472206205,-0.0024470229299369
2008-02-13,0.0037623908031479,-0.0008691560095992,0.0001800018000179,0.0010478061558614,0.0007223234877302,0.0300978793824951,-0.0097021132475509
2008-02-14,0.0104099049051777,0.0050321880900492,0.0001800342064993,-0.0039251602773781,0.0068411115210299,-0.0286989791831827,-0.0017073931232214
2008-02-15,0.002701106404808,-0.0036765435102571,0.0002700999369765,-0.0011821883620122,0.0036560546718353,0.0118734851216083,0.0004647957226002
2008-02-18,-0.007385664397292,-0.0013596126484298,0.0005403458213256,0.0027617043661229,0.0154740373705078,-0.0234323941904412,-0.0142319934229426
2008-02-19,0.0058859007724104,0.0117740567250961,0.0017120201838168,-0.0027540983606556,0.0060337861286545,-0.0219405158286967,0.0103058086268383
2008-02-20,-5.461997914276654e-05,-0.0015238399563283,-0.0,0.001183587585481,0.000836728570349,0.0258525950802859,0.0061664088105231
2008-02-21,0.0087992576772861,-0.0053326805437619,-0.0009026085386767,-0.0068304216471823,0.0082235556240948,-0.0118970634570446,-0.0003697555563884
2008-02-22,0.0001085507114146,0.002096247923405,-0.0010821534854361,-0.0013225763787857,-0.0074614426765002,0.039370747315915,-0.0035857480225565
2008-02-25,0.0055440763230036,0.0043469615479392,-0.0004504098729842,-0.0001324327903589,-0.0191271651941236,0.0506508634587631,0.004426023039241
2008-02-26,0.0086939731634763,0.0081551228956126,-0.0009904556095803,-0.0100662251655629,-0.0014903702411288,0.0076650890930745,-0.0007135912836498
2008-02-27,0.0059891862630826,-0.0027011577151649,-0.0006296662768732,-0.0069574525020068,0.0006941019569374,-0.0267448642588071,0.0141590336342498
2008-02-28,0.0131614499119993,0.0108491836980784,-0.0008090614886731,-0.005658852061439,0.0068420956788522,-0.0070290618157474,-0.0185425940037505
2008-02-29,0.0011732714686633,-0.0010644022234826,8.982304859428414e-05,-0.0008130081300813,0.0086174485085899,-0.0389127900018166,0.006045225504633
2008-03-03,-0.0045088879492595,0.000960492748988,0.0001796622349982,-0.0006780580417683,0.0139589494622512,-0.0271178508098377,0.0028572490575222
2008-03-04,0.0019487702277425,-0.0076752233556157,0.0008086253369272,-0.0006785181164337,0.0009852535650156,0.0151001480106537,0.0014762610218547
2008-03-05,-0.0008139277698921,0.0160701468608052,0.0008092797410303,-0.0023085279739272,0.0008248177622935,0.0095807869922392,8.943181480791651e-05
2008-03-06,-0.0008095064277223,0.0055925817915621,0.0003599712023039,-0.0076221587042331,-0.0026018377527199,-0.0309514411144715,-0.0028667019311772
2008-03-07,-0.014158076682571,0.0011837234718692,0.0006301764494057,0.0012343985735838,-0.0059151788060586,0.0066633091115927,0.000972908314301
2008-03-10,-0.0019077404797617,0.0059556476743856,9.00819745969228e-05,-0.0004109589041095,-0.006617438728044,0.0223502533061314,0.000953059020739
2008-03-11,0.0089449410699152,0.0036339218575764,0.0007207207207207,0.0028778950253529,0.005795128836191,0.0314764846890154,0.0026313395709418
2008-03-12,0.0085710805153119,0.0040614624846868,-0.0002704652001441,-0.0132549877015579,-0.0105623441621729,0.0194903691134221,0.01987779594169
2008-03-13,-0.0029469323364667,0.0051536353001087,-0.0006309148264984,-0.0052624290264505,-0.0185292687512595,0.0351811047331186,0.0133287184678715
2008-03-14,0.0041442948706196,-0.0013389354094131,-0.0007205908845253,-0.0023666991507726,0.0016382060824212,-0.0119755793132583,-0.0068021988074844
2008-03-17,-0.0158734856766452,-0.0193968788238175,-0.0002700270027002,-0.0032096008931061,-0.0334179327714336,0.0469900715500237,0.0099431272989825
2008-03-18,0.0104053459618467,0.0134935913605827,-0.0002699541078017,0.0075598488030237,-0.0383693512029497,0.1000011746002147,0.0090896843723408
2008-03-19,-0.0067795349598169,-0.0180924066085677,-0.0016192875134941,0.0,0.0150778302660026,-0.0611806647672984,-0.0078381596346863
2008-03-20,-0.0160722322808689,-0.0019273884289162,-0.0008083348302496,0.0109767958871753,0.0163589820896881,-0.0082072713580487,-0.0266709620656004
2008-03-21,-0.0013969745515444,3.0986170021016354e-05,-0.0005384546351969,0.0004123144584937,0.0072546194854643,-0.0099615067089728,-0.036451931554352
2008-03-24,0.00465676270063,-0.0028110538947993,-0.0007175531437797,0.0009616705591426,0.0005741215250351,0.0522507762848235,-0.0115009088543041
2008-03-25,0.0065243108410503,0.0024608017621028,-0.0023303755489827,-0.0091957178149876,0.0018885184185004,-0.0100211288937004,0.0003532724015606
2008-03-26,0.0073830017143538,0.0094508122875778,-0.0006259501028347,-0.011774484000554,0.0008876406517264,-0.0095789512233418,0.0098004452269694
2008-03-27,0.0021191363209067,0.0028010890907385,-0.0009830205540661,0.0040650406504063,-0.0177505914635917,0.0338967968265487,-0.0007194992960601
2008-03-28,-0.0021017904496115,-0.0039072295082296,8.927774305866887e-05,-0.000139606310205,0.0024750651725993,-0.0473767844025537,-0.0100919987046588
2008-03-31,-0.0025335008104097,-0.0108583068618767,0.0006249999999999,0.0019547612398771,-0.0176272011835809,0.0425630545395043,-0.0131879289568084
2008-04-01,0.0087001274121917,0.0012890321730272,0.0009827570803181,0.0101727982162762,-0.0467795111878444,0.099401915198378,-0.0058485303985779
2008-04-02,0.0065785576565125,0.0127215742044249,0.0002682883205149,-0.0038626017381707,-0.0384766781860542,0.0219434053474902,-0.0311430188986624
2008-04-03,0.0036210412481315,-0.003698984467741,-0.0005367206369084,-0.0009693948206618,0.0075183914260835,-0.0260771658874396,0.0079166564625132
2008-04-07,0.0004181072189098,0.0063078268020261,-0.0,0.0034751181540171,0.0315016953740969,-0.0549585866735005,0.01037563512288
2008-04-08,-0.0063640908862283,-0.0017395100307653,-0.0001788109074654,0.0015237567530128,0.0104696248615771,-0.0202650148875767,0.0079054227878336
2008-04-09,0.0075047814183168,0.0075068125457216,8.93894699205422e-05,-0.0066390041493776,-0.0145931950347253,0.0444244835079605,-0.0095606480871723
2008-04-10,0.0009196335825571,-0.0005245483396436,-8.939746111225055e-05,0.0041771094402673,0.0101483284592577,-0.0167563213238997,0.018782670340431
2008-04-11,0.0044152402353741,0.002536246912519,0.0001787789398409,-0.0031891292290627,0.0100063327047312,-0.0302024161044033,-0.0045987041174514
2008-04-14,0.002088656891344,0.0049279134641472,-0.0001788109074654,-0.0019474196689386,-0.0318362691998952,0.0614638750386921,0.0055890768511499
2008-04-15,0.0043999480918433,0.0050254346033728,-0.0002681684097614,0.0039024390243902,0.0170550206270377,-0.0139576628944526,0.0121976500131602
